Event start date;Actor specified;Actor specified 1;Actor specified 2;Actor 1;Actor 2;Oblast number;Year
29.09.2011;Afghan veterans, Chornobyl catastrophe liquidators veterans union, Nobody but us, Union Chornobyl;Chornobyl catastrophe liquidators veterans union;Chornobyl Union of Ukraine;130;133;4;2011
29.09.2011;Afghan veterans, Chornobyl catastrophe liquidators veterans union, Nobody but us, Union Chornobyl;Nobody but us;Chornobyl Union of Ukraine;567;133;4;2011
21.03.2011;Vidsich, Association of Ukrainian banks, Union of Officers, Union of veterans;Vidsich;Association of Ukrainian Banks;986;61;12;2011
21.03.2011;Vidsich, Association of Ukrainian banks, Union of Officers, Union of veterans;Vidsich;Union of Ukrainian Officers;986;957;12;2011
21.03.2011;Vidsich, Association of Ukrainian banks, Union of Officers, Union of veterans;Vidsich;All-Ukrainian Union of Veterans;986;20;12;2011
21.03.2011;Vidsich, Association of Ukrainian banks, Union of Officers, Union of veterans;Association of Ukrainian Banks;Union of Ukrainian Officers;61;957;12;2011
21.03.2011;Vidsich, Association of Ukrainian banks, Union of Officers, Union of veterans;Association of Ukrainian Banks;All-Ukrainian Union of Veterans;61;20;12;2011
21.03.2011;Vidsich, Association of Ukrainian banks, Union of Officers, Union of veterans;Union of Ukrainian Officers;All-Ukrainian Union of Veterans;957;20;12;2011
12.01.2011;Prorvemsya, Shield 520, Independent agency of journalist investigations, Center of animals adoption;Break Through (Prorvemsia);Shield 520;97;739;20;2011
12.01.2011;Prorvemsya, Shield 520, Independent agency of journalist investigations, Center of animals adoption;Break Through (Prorvemsia);Independent agency of journalist investigations;97;394;20;2011
12.01.2011;Prorvemsya, Shield 520, Independent agency of journalist investigations, Center of animals adoption;Break Through (Prorvemsia);Center of animals adoption;97;106;20;2011
12.01.2011;Prorvemsya, Shield 520, Independent agency of journalist investigations, Center of animals adoption;Shield 520;Independent agency of journalist investigations;739;394;20;2011
12.01.2011;Prorvemsya, Shield 520, Independent agency of journalist investigations, Center of animals adoption;Shield 520;Center of animals adoption;739;106;20;2011
12.01.2011;Prorvemsya, Shield 520, Independent agency of journalist investigations, Center of animals adoption;Independent agency of journalist investigations;Center of animals adoption;394;106;20;2011
15.04.2011;Green Front, Civic Council of Pyatikhatky, Prorvemsia, Human Rights Group Postup;Green Front;Civic Council of Pyatikhatky;362;152;20;2011
15.04.2011;Green Front, Civic Council of Pyatikhatky, Prorvemsia, Human Rights Group Postup;Green Front;Prorvemsia;362;655;20;2011
15.04.2011;Green Front, Civic Council of Pyatikhatky, Prorvemsia, Human Rights Group Postup;Green Front;Human Rights Group Postup;362;383;20;2011
15.04.2011;Green Front, Civic Council of Pyatikhatky, Prorvemsia, Human Rights Group Postup;Civic Council of Pyatikhatky;Prorvemsia;152;655;20;2011
15.04.2011;Green Front, Civic Council of Pyatikhatky, Prorvemsia, Human Rights Group Postup;Civic Council of Pyatikhatky;Human Rights Group Postup;152;383;20;2011
15.04.2011;Green Front, Civic Council of Pyatikhatky, Prorvemsia, Human Rights Group Postup;Prorvemsia;Human Rights Group Postup;655;383;20;2011
29.06.2011;Chornobyl catastrophe liquidators veterans union, Chornobyl Union of Ukraine, Afghan veterans, Children of war;Chornobyl catastrophe liquidators veterans union;Chornobyl Union of Ukraine;130;133;20;2011
29.06.2011;Chornobyl catastrophe liquidators veterans union, Chornobyl Union of Ukraine, Afghan veterans, Children of war;Chornobyl catastrophe liquidators veterans union;Afghan veterans;130;8;20;2011
29.06.2011;Chornobyl catastrophe liquidators veterans union, Chornobyl Union of Ukraine, Afghan veterans, Children of war;Chornobyl catastrophe liquidators veterans union;Children of war;130;127;20;2011
29.06.2011;Chornobyl catastrophe liquidators veterans union, Chornobyl Union of Ukraine, Afghan veterans, Children of war;Chornobyl Union of Ukraine;Afghan veterans;133;8;20;2011
29.06.2011;Chornobyl catastrophe liquidators veterans union, Chornobyl Union of Ukraine, Afghan veterans, Children of war;Chornobyl Union of Ukraine;Children of war;133;127;20;2011
29.06.2011;Chornobyl catastrophe liquidators veterans union, Chornobyl Union of Ukraine, Afghan veterans, Children of war;Afghan veterans;Children of war;8;127;20;2011
09.08.2011;BYT, 'We are from Kharkiv', Trade union of Kharkiv businessmen, People Self-Defence;BYT;We are from Kharkiv;103;1004;20;2011
09.08.2011;BYT, 'We are from Kharkiv', Trade union of Kharkiv businessmen, People Self-Defence;BYT;Union of Kharkiv businessmen;103;937;20;2011
09.08.2011;BYT, 'We are from Kharkiv', Trade union of Kharkiv businessmen, People Self-Defence;BYT;People's self-defense (NS);103;627;20;2011
09.08.2011;BYT, 'We are from Kharkiv', Trade union of Kharkiv businessmen, People Self-Defence;We are from Kharkiv;Union of Kharkiv businessmen;1004;937;20;2011
09.08.2011;BYT, 'We are from Kharkiv', Trade union of Kharkiv businessmen, People Self-Defence;We are from Kharkiv;People's self-defense (NS);1004;627;20;2011
09.08.2011;BYT, 'We are from Kharkiv', Trade union of Kharkiv businessmen, People Self-Defence;Union of Kharkiv businessmen;People's self-defense (NS);937;627;20;2011
09.08.2011;BYT, 'We are from Kharkiv', Trade union of Kharkiv businessmen, People Self-Defence;BYT;We are from Kharkiv;103;1004;20;2011
09.08.2011;BYT, 'We are from Kharkiv', Trade union of Kharkiv businessmen, People Self-Defence;BYT;Union of Kharkiv businessmen;103;937;20;2011
09.08.2011;BYT, 'We are from Kharkiv', Trade union of Kharkiv businessmen, People Self-Defence;BYT;People's self-defense (NS);103;627;20;2011
09.08.2011;BYT, 'We are from Kharkiv', Trade union of Kharkiv businessmen, People Self-Defence;We are from Kharkiv;Union of Kharkiv businessmen;1004;937;20;2011
09.08.2011;BYT, 'We are from Kharkiv', Trade union of Kharkiv businessmen, People Self-Defence;We are from Kharkiv;People's self-defense (NS);1004;627;20;2011
09.08.2011;BYT, 'We are from Kharkiv', Trade union of Kharkiv businessmen, People Self-Defence;Union of Kharkiv businessmen;People's self-defense (NS);937;627;20;2011
19.09.2011;Journalists of ATN, Green Front, Kharkiv Human Rights Group, Svoboda;Green Front;Kharkiv Human Rights Group;362;439;20;2011
19.09.2011;Journalists of ATN, Green Front, Kharkiv Human Rights Group, Svoboda;Green Front;Svoboda;362;823;20;2011
19.09.2011;Journalists of ATN, Green Front, Kharkiv Human Rights Group, Svoboda;Kharkiv Human Rights Group;Svoboda;439;823;20;2011
07.11.2011;CPU, PSPU, Ukrainian Union of Workers, Labor Kharkivshchyna;CPU;PSPU;208;668;20;2011
07.11.2011;CPU, PSPU, Ukrainian Union of Workers, Labor Kharkivshchyna;CPU;Ukrainian Union of Workers;208;914;20;2011
07.11.2011;CPU, PSPU, Ukrainian Union of Workers, Labor Kharkivshchyna;CPU;Labor Kharkivshchyna;208;469;20;2011
07.11.2011;CPU, PSPU, Ukrainian Union of Workers, Labor Kharkivshchyna;PSPU;Ukrainian Union of Workers;668;914;20;2011
07.11.2011;CPU, PSPU, Ukrainian Union of Workers, Labor Kharkivshchyna;PSPU;Labor Kharkivshchyna;668;469;20;2011
07.11.2011;CPU, PSPU, Ukrainian Union of Workers, Labor Kharkivshchyna;Ukrainian Union of Workers;Labor Kharkivshchyna;914;469;20;2011
15.12.2011;PSPU, Ukrainian Union of Workers, Labor Kharkivshchyna, Communist Party of Workers and Peasants;PSPU;Ukrainian Union of Workers;668;914;20;2011
15.12.2011;PSPU, Ukrainian Union of Workers, Labor Kharkivshchyna, Communist Party of Workers and Peasants;PSPU;Labor Kharkivshchyna;668;469;20;2011
15.12.2011;PSPU, Ukrainian Union of Workers, Labor Kharkivshchyna, Communist Party of Workers and Peasants;PSPU;Communist Party of Workers and Peasants;668;180;20;2011
15.12.2011;PSPU, Ukrainian Union of Workers, Labor Kharkivshchyna, Communist Party of Workers and Peasants;Ukrainian Union of Workers;Labor Kharkivshchyna;914;469;20;2011
15.12.2011;PSPU, Ukrainian Union of Workers, Labor Kharkivshchyna, Communist Party of Workers and Peasants;Ukrainian Union of Workers;Communist Party of Workers and Peasants;914;180;20;2011
15.12.2011;PSPU, Ukrainian Union of Workers, Labor Kharkivshchyna, Communist Party of Workers and Peasants;Labor Kharkivshchyna;Communist Party of Workers and Peasants;469;180;20;2011
14.01.2011;Svoboda, KUN, Women Sich, Trident;Svoboda;KUN;823;454;10;2011
14.01.2011;Svoboda, KUN, Women Sich, Trident;Svoboda;Women Sich;823;1013;10;2011
14.01.2011;Svoboda, KUN, Women Sich, Trident;Svoboda;Trident;823;866;10;2011
14.01.2011;Svoboda, KUN, Women Sich, Trident;KUN;Women Sich;454;1013;10;2011
14.01.2011;Svoboda, KUN, Women Sich, Trident;KUN;Trident;454;866;10;2011
14.01.2011;Svoboda, KUN, Women Sich, Trident;Women Sich;Trident;1013;866;10;2011
04.03.2011;UNP, KUN, UNA-UNSO, Trident;UNP;KUN;969;454;10;2011
04.03.2011;UNP, KUN, UNA-UNSO, Trident;UNP;UNA-UNSO;969;920;10;2011
04.03.2011;UNP, KUN, UNA-UNSO, Trident;UNP;Trident;969;866;10;2011
04.03.2011;UNP, KUN, UNA-UNSO, Trident;KUN;UNA-UNSO;454;920;10;2011
04.03.2011;UNP, KUN, UNA-UNSO, Trident;KUN;Trident;454;866;10;2011
04.03.2011;UNP, KUN, UNA-UNSO, Trident;UNA-UNSO;Trident;920;866;10;2011
14.06.2011;Svoboda, KUN, the Organization of Ukrainian Nationalists, Tryzub;Svoboda;KUN;823;454;10;2011
14.06.2011;Svoboda, KUN, the Organization of Ukrainian Nationalists, Tryzub;Svoboda;OUN;823;598;10;2011
14.06.2011;Svoboda, KUN, the Organization of Ukrainian Nationalists, Tryzub;Svoboda;Tryzub;823;868;10;2011
14.06.2011;Svoboda, KUN, the Organization of Ukrainian Nationalists, Tryzub;KUN;OUN;454;598;10;2011
14.06.2011;Svoboda, KUN, the Organization of Ukrainian Nationalists, Tryzub;KUN;Tryzub;454;868;10;2011
14.06.2011;Svoboda, KUN, the Organization of Ukrainian Nationalists, Tryzub;OUN;Tryzub;598;868;10;2011
23.11.2011;Stop Censorship, Reporters without Borders, National Union of Journalists, International Federation of Journalists;Stop Censorship;Reporters without Borders;793;685;10;2011
23.11.2011;Stop Censorship, Reporters without Borders, National Union of Journalists, International Federation of Journalists;Stop Censorship;National Union of Journalists;793;547;10;2011
23.11.2011;Stop Censorship, Reporters without Borders, National Union of Journalists, International Federation of Journalists;Stop Censorship;International Federation of Journalists;793;415;10;2011
23.11.2011;Stop Censorship, Reporters without Borders, National Union of Journalists, International Federation of Journalists;Reporters without Borders;National Union of Journalists;685;547;10;2011
23.11.2011;Stop Censorship, Reporters without Borders, National Union of Journalists, International Federation of Journalists;Reporters without Borders;International Federation of Journalists;685;415;10;2011
23.11.2011;Stop Censorship, Reporters without Borders, National Union of Journalists, International Federation of Journalists;National Union of Journalists;International Federation of Journalists;547;415;10;2011
19.12.2011;KUPR, Bratstvo, Order and Welfare, Black Committee;KUPR;Bratstvo;455;96;10;2011
19.12.2011;KUPR, Bratstvo, Order and Welfare, Black Committee;KUPR;Order and Welfare;455;587;10;2011
19.12.2011;KUPR, Bratstvo, Order and Welfare, Black Committee;KUPR;Black Committee;455;85;10;2011
19.12.2011;KUPR, Bratstvo, Order and Welfare, Black Committee;Bratstvo;Order and Welfare;96;587;10;2011
19.12.2011;KUPR, Bratstvo, Order and Welfare, Black Committee;Bratstvo;Black Committee;96;85;10;2011
19.12.2011;KUPR, Bratstvo, Order and Welfare, Black Committee;Order and Welfare;Black Committee;587;85;10;2011
26.05.2011;BYT, UNSO, Svoboda, Narodna vlada;BYT;UNSO;103;970;16;2011
26.05.2011;BYT, UNSO, Svoboda, Narodna vlada;BYT;Svoboda;103;823;16;2011
26.05.2011;BYT, UNSO, Svoboda, Narodna vlada;BYT;Narodna vlada;103;538;16;2011
26.05.2011;BYT, UNSO, Svoboda, Narodna vlada;UNSO;Svoboda;970;823;16;2011
26.05.2011;BYT, UNSO, Svoboda, Narodna vlada;UNSO;Narodna vlada;970;538;16;2011
26.05.2011;BYT, UNSO, Svoboda, Narodna vlada;Svoboda;Narodna vlada;823;538;16;2011
17.10.2011;Country Renewal, KUN, Christian democratic Youth Union, Young Khmelnychyna Rukh;Country Renewal;KUN;207;454;22;2011
17.10.2011;Country Renewal, KUN, Christian democratic Youth Union, Young Khmelnychyna Rukh;Country Renewal;Christian democratic Youth Union;207;141;22;2011
17.10.2011;Country Renewal, KUN, Christian democratic Youth Union, Young Khmelnychyna Rukh;Country Renewal;Young Khmelnychyna Rukh;207;1029;22;2011
17.10.2011;Country Renewal, KUN, Christian democratic Youth Union, Young Khmelnychyna Rukh;KUN;Christian democratic Youth Union;454;141;22;2011
17.10.2011;Country Renewal, KUN, Christian democratic Youth Union, Young Khmelnychyna Rukh;KUN;Young Khmelnychyna Rukh;454;1029;22;2011
17.10.2011;Country Renewal, KUN, Christian democratic Youth Union, Young Khmelnychyna Rukh;Christian democratic Youth Union;Young Khmelnychyna Rukh;141;1029;22;2011
21.12.2011;Khmelnytsky region native land defence committee, Svoboda, FoC, BYT;Khmelnytsky region native land defence committee;Svoboda;442;823;22;2011
21.12.2011;Khmelnytsky region native land defence committee, Svoboda, FoC, BYT;Khmelnytsky region native land defence committee;FoC;442;290;22;2011
21.12.2011;Khmelnytsky region native land defence committee, Svoboda, FoC, BYT;Khmelnytsky region native land defence committee;BYT;442;103;22;2011
21.12.2011;Khmelnytsky region native land defence committee, Svoboda, FoC, BYT;Svoboda;FoC;823;290;22;2011
21.12.2011;Khmelnytsky region native land defence committee, Svoboda, FoC, BYT;Svoboda;BYT;823;103;22;2011
21.12.2011;Khmelnytsky region native land defence committee, Svoboda, FoC, BYT;FoC;BYT;290;103;22;2011
11.10.2011;BYT, FoC, Svoboda, NRU;BYT;FoC;103;290;21;2011
11.10.2011;BYT, FoC, Svoboda, NRU;BYT;Svoboda;103;823;21;2011
11.10.2011;BYT, FoC, Svoboda, NRU;BYT;NRU;103;572;21;2011
11.10.2011;BYT, FoC, Svoboda, NRU;FoC;Svoboda;290;823;21;2011
11.10.2011;BYT, FoC, Svoboda, NRU;FoC;NRU;290;572;21;2011
11.10.2011;BYT, FoC, Svoboda, NRU;Svoboda;NRU;823;572;21;2011
13.10.2011;Nobody but us, Chornobyl catastrophe liquidators veterans union, Children of war, CPU;Nobody but us;Chornobyl catastrophe liquidators veterans union;567;130;21;2011
13.10.2011;Nobody but us, Chornobyl catastrophe liquidators veterans union, Children of war, CPU;Nobody but us;Children of war;567;127;21;2011
13.10.2011;Nobody but us, Chornobyl catastrophe liquidators veterans union, Children of war, CPU;Nobody but us;CPU;567;208;21;2011
13.10.2011;Nobody but us, Chornobyl catastrophe liquidators veterans union, Children of war, CPU;Chornobyl catastrophe liquidators veterans union;Children of war;130;127;21;2011
13.10.2011;Nobody but us, Chornobyl catastrophe liquidators veterans union, Children of war, CPU;Chornobyl catastrophe liquidators veterans union;CPU;130;208;21;2011
13.10.2011;Nobody but us, Chornobyl catastrophe liquidators veterans union, Children of war, CPU;Children of war;CPU;127;208;21;2011
01.05.2011;CPU, federation of trade unions, Union of left powers, SPU;CPU;federation of trade unions;208;283;12;2011
01.05.2011;CPU, federation of trade unions, Union of left powers, SPU;CPU;Union of left powers;208;940;12;2011
01.05.2011;CPU, federation of trade unions, Union of left powers, SPU;CPU;SPU;208;784;12;2011
01.05.2011;CPU, federation of trade unions, Union of left powers, SPU;federation of trade unions;Union of left powers;283;940;12;2011
01.05.2011;CPU, federation of trade unions, Union of left powers, SPU;federation of trade unions;SPU;283;784;12;2011
01.05.2011;CPU, federation of trade unions, Union of left powers, SPU;Union of left powers;SPU;940;784;12;2011
23.06.2011;FRI, Ukrainian Helsinki Group on Human Rights, Road control, Kharkiv Human Rights Group;FRI;Ukrainian Helsinki Group on Human Rights;337;893;12;2011
23.06.2011;FRI, Ukrainian Helsinki Group on Human Rights, Road control, Kharkiv Human Rights Group;FRI;Road control;337;695;12;2011
23.06.2011;FRI, Ukrainian Helsinki Group on Human Rights, Road control, Kharkiv Human Rights Group;FRI;Kharkiv Human Rights Group;337;439;12;2011
23.06.2011;FRI, Ukrainian Helsinki Group on Human Rights, Road control, Kharkiv Human Rights Group;Ukrainian Helsinki Group on Human Rights;Road control;893;695;12;2011
23.06.2011;FRI, Ukrainian Helsinki Group on Human Rights, Road control, Kharkiv Human Rights Group;Ukrainian Helsinki Group on Human Rights;Kharkiv Human Rights Group;893;439;12;2011
23.06.2011;FRI, Ukrainian Helsinki Group on Human Rights, Road control, Kharkiv Human Rights Group;Road control;Kharkiv Human Rights Group;695;439;12;2011
06.10.2011;UNA-UNSO, Tryzub, KUN, UNP;UNA-UNSO;Tryzub;920;868;10;2011
06.10.2011;UNA-UNSO, Tryzub, KUN, UNP;UNA-UNSO;KUN;920;454;10;2011
06.10.2011;UNA-UNSO, Tryzub, KUN, UNP;UNA-UNSO;UNP;920;969;10;2011
06.10.2011;UNA-UNSO, Tryzub, KUN, UNP;Tryzub;KUN;868;454;10;2011
06.10.2011;UNA-UNSO, Tryzub, KUN, UNP;Tryzub;UNP;868;969;10;2011
06.10.2011;UNA-UNSO, Tryzub, KUN, UNP;KUN;UNP;454;969;10;2011
09.04.2011;FRI, Center of Effective Communication, National Alliance, Democratic Alliance;FRI;Center of Effective Communication;337;107;3;2011
09.04.2011;FRI, Center of Effective Communication, National Alliance, Democratic Alliance;FRI;National Alliance;337;540;3;2011
09.04.2011;FRI, Center of Effective Communication, National Alliance, Democratic Alliance;FRI;Democratic Alliance;337;222;3;2011
09.04.2011;FRI, Center of Effective Communication, National Alliance, Democratic Alliance;Center of Effective Communication;National Alliance;107;540;3;2011
09.04.2011;FRI, Center of Effective Communication, National Alliance, Democratic Alliance;Center of Effective Communication;Democratic Alliance;107;222;3;2011
09.04.2011;FRI, Center of Effective Communication, National Alliance, Democratic Alliance;National Alliance;Democratic Alliance;540;222;3;2011
02.08.2011;BYT, NRU, Spravedlivyst, For Ukraine;BYT;NRU;103;572;3;2011
02.08.2011;BYT, NRU, Spravedlivyst, For Ukraine;BYT;Spravedlivyst;103;783;3;2011
02.08.2011;BYT, NRU, Spravedlivyst, For Ukraine;BYT;For Ukraine;103;310;3;2011
02.08.2011;BYT, NRU, Spravedlivyst, For Ukraine;NRU;Spravedlivyst;572;783;3;2011
02.08.2011;BYT, NRU, Spravedlivyst, For Ukraine;NRU;For Ukraine;572;310;3;2011
02.08.2011;BYT, NRU, Spravedlivyst, For Ukraine;Spravedlivyst;For Ukraine;783;310;3;2011
31.03.2011;Ukrainian Union of Veterans, Afghan veterans, Soviet Officers union of Ukraine, CPU;Ukrainian Union of Veterans;Afghan veterans;913;8;13;2011
31.03.2011;Ukrainian Union of Veterans, Afghan veterans, Soviet Officers union of Ukraine, CPU;Ukrainian Union of Veterans;Soviet Officers union of Ukraine;913;775;13;2011
31.03.2011;Ukrainian Union of Veterans, Afghan veterans, Soviet Officers union of Ukraine, CPU;Ukrainian Union of Veterans;CPU;913;208;13;2011
31.03.2011;Ukrainian Union of Veterans, Afghan veterans, Soviet Officers union of Ukraine, CPU;Afghan veterans;Soviet Officers union of Ukraine;8;775;13;2011
31.03.2011;Ukrainian Union of Veterans, Afghan veterans, Soviet Officers union of Ukraine, CPU;Afghan veterans;CPU;8;208;13;2011
31.03.2011;Ukrainian Union of Veterans, Afghan veterans, Soviet Officers union of Ukraine, CPU;Soviet Officers union of Ukraine;CPU;775;208;13;2011
03.11.2011;Ivano-Frankivsk entrepreneur committee, Tryzub, KUN, Prosvita;Ivano-Frankivsk entrepreneur committee;Tryzub;425;868;9;2011
03.11.2011;Ivano-Frankivsk entrepreneur committee, Tryzub, KUN, Prosvita;Ivano-Frankivsk entrepreneur committee;KUN;425;454;9;2011
03.11.2011;Ivano-Frankivsk entrepreneur committee, Tryzub, KUN, Prosvita;Ivano-Frankivsk entrepreneur committee;Prosvita;425;658;9;2011
03.11.2011;Ivano-Frankivsk entrepreneur committee, Tryzub, KUN, Prosvita;Tryzub;KUN;868;454;9;2011
03.11.2011;Ivano-Frankivsk entrepreneur committee, Tryzub, KUN, Prosvita;Tryzub;Prosvita;868;658;9;2011
03.11.2011;Ivano-Frankivsk entrepreneur committee, Tryzub, KUN, Prosvita;KUN;Prosvita;454;658;9;2011
16.12.2011;FoC, BYT, NRU, PRP (Reforms and Order);FoC;BYT;290;103;14;2011
16.12.2011;FoC, BYT, NRU, PRP (Reforms and Order);FoC;NRU;290;572;14;2011
16.12.2011;FoC, BYT, NRU, PRP (Reforms and Order);FoC;PRP (Reforms and Order);290;667;14;2011
16.12.2011;FoC, BYT, NRU, PRP (Reforms and Order);BYT;NRU;103;572;14;2011
16.12.2011;FoC, BYT, NRU, PRP (Reforms and Order);BYT;PRP (Reforms and Order);103;667;14;2011
16.12.2011;FoC, BYT, NRU, PRP (Reforms and Order);NRU;PRP (Reforms and Order);572;667;14;2011
28.10.2011;CPU, Kolokol, Dozor, Successor of Victory;CPU;Kolokol;208;448;15;2011
28.10.2011;CPU, Kolokol, Dozor, Successor of Victory;CPU;Dozor;208;233;15;2011
28.10.2011;CPU, Kolokol, Dozor, Successor of Victory;CPU;Successor of Victory;208;816;15;2011
28.10.2011;CPU, Kolokol, Dozor, Successor of Victory;Kolokol;Dozor;448;233;15;2011
28.10.2011;CPU, Kolokol, Dozor, Successor of Victory;Kolokol;Successor of Victory;448;816;15;2011
28.10.2011;CPU, Kolokol, Dozor, Successor of Victory;Dozor;Successor of Victory;233;816;15;2011
09.04.2011;Svoboda, Ukrainian Peoples Party (UNP), BYT, Our Protection (Nash Zahyst);Svoboda;Ukrainian Peoples Party (UNP);823;903;16;2011
09.04.2011;Svoboda, Ukrainian Peoples Party (UNP), BYT, Our Protection (Nash Zahyst);Svoboda;BYT;823;103;16;2011
09.04.2011;Svoboda, Ukrainian Peoples Party (UNP), BYT, Our Protection (Nash Zahyst);Svoboda;Our Protection (Nash Zahyst);823;602;16;2011
09.04.2011;Svoboda, Ukrainian Peoples Party (UNP), BYT, Our Protection (Nash Zahyst);Ukrainian Peoples Party (UNP);BYT;903;103;16;2011
09.04.2011;Svoboda, Ukrainian Peoples Party (UNP), BYT, Our Protection (Nash Zahyst);Ukrainian Peoples Party (UNP);Our Protection (Nash Zahyst);903;602;16;2011
09.04.2011;Svoboda, Ukrainian Peoples Party (UNP), BYT, Our Protection (Nash Zahyst);BYT;Our Protection (Nash Zahyst);103;602;16;2011
14.10.2011;BYT, FoC, Svoboda, Civic Position;BYT;FoC;103;290;18;2011
14.10.2011;BYT, FoC, Svoboda, Civic Position;BYT;Svoboda;103;823;18;2011
14.10.2011;BYT, FoC, Svoboda, Civic Position;BYT;Civic Position;103;162;18;2011
14.10.2011;BYT, FoC, Svoboda, Civic Position;FoC;Svoboda;290;823;18;2011
14.10.2011;BYT, FoC, Svoboda, Civic Position;FoC;Civic Position;290;162;18;2011
14.10.2011;BYT, FoC, Svoboda, Civic Position;Svoboda;Civic Position;823;162;18;2011
21.11.2011;Generation Crimea, Sebat, Milli Firka, National Movement of the Crimean Tartars;Generation Crimea;Sebat;349;726;1;2011
21.11.2011;Generation Crimea, Sebat, Milli Firka, National Movement of the Crimean Tartars;Generation Crimea;Milli Firka;349;521;1;2011
21.11.2011;Generation Crimea, Sebat, Milli Firka, National Movement of the Crimean Tartars;Generation Crimea;National Movement of the Crimean Tartars;349;544;1;2011
21.11.2011;Generation Crimea, Sebat, Milli Firka, National Movement of the Crimean Tartars;Sebat;Milli Firka;726;521;1;2011
21.11.2011;Generation Crimea, Sebat, Milli Firka, National Movement of the Crimean Tartars;Sebat;National Movement of the Crimean Tartars;726;544;1;2011
21.11.2011;Generation Crimea, Sebat, Milli Firka, National Movement of the Crimean Tartars;Milli Firka;National Movement of the Crimean Tartars;521;544;1;2011
31.03.2011;Tryzub, KUN, For Ukraine!, UNP;Tryzub;KUN;868;454;19;2011
31.03.2011;Tryzub, KUN, For Ukraine!, UNP;Tryzub;For Ukraine;868;310;19;2011
31.03.2011;Tryzub, KUN, For Ukraine!, UNP;Tryzub;UNP;868;969;19;2011
31.03.2011;Tryzub, KUN, For Ukraine!, UNP;KUN;For Ukraine;454;310;19;2011
31.03.2011;Tryzub, KUN, For Ukraine!, UNP;KUN;UNP;454;969;19;2011
31.03.2011;Tryzub, KUN, For Ukraine!, UNP;For Ukraine;UNP;310;969;19;2011
22.01.2011;UNP, BYT, NU, PRP (Reforms and Order);UNP;BYT;969;103;7;2011
22.01.2011;UNP, BYT, NU, PRP (Reforms and Order);UNP;Our Ukraine;969;604;7;2011
22.01.2011;UNP, BYT, NU, PRP (Reforms and Order);UNP;PRP (Reforms and Order);969;667;7;2011
22.01.2011;UNP, BYT, NU, PRP (Reforms and Order);BYT;Our Ukraine;103;604;7;2011
22.01.2011;UNP, BYT, NU, PRP (Reforms and Order);BYT;PRP (Reforms and Order);103;667;7;2011
22.01.2011;UNP, BYT, NU, PRP (Reforms and Order);Our Ukraine;PRP (Reforms and Order);604;667;7;2011
15.03.2011;KUN, Svoboda, Sokil, Student liberty;KUN;Svoboda;454;823;7;2011
15.03.2011;KUN, Svoboda, Sokil, Student liberty;KUN;Sokil;454;768;7;2011
15.03.2011;KUN, Svoboda, Sokil, Student liberty;KUN;Student liberty;454;808;7;2011
15.03.2011;KUN, Svoboda, Sokil, Student liberty;Svoboda;Sokil;823;768;7;2011
15.03.2011;KUN, Svoboda, Sokil, Student liberty;Svoboda;Student liberty;823;808;7;2011
15.03.2011;KUN, Svoboda, Sokil, Student liberty;Sokil;Student liberty;768;808;7;2011
01.12.2011;Svoboda, FoC, Young People's Movement (Rukh), NGO The Good (Dobro) of small business;Svoboda;FoC;823;290;21;2011
01.12.2011;Svoboda, FoC, Young People's Movement (Rukh), NGO The Good (Dobro) of small business;Svoboda;Young People's Movement (Rukh);823;1032;21;2011
01.12.2011;Svoboda, FoC, Young People's Movement (Rukh), NGO The Good (Dobro) of small business;Svoboda;NGO The Good (Dobro) of small business;823;564;21;2011
01.12.2011;Svoboda, FoC, Young People's Movement (Rukh), NGO The Good (Dobro) of small business;FoC;Young People's Movement (Rukh);290;1032;21;2011
01.12.2011;Svoboda, FoC, Young People's Movement (Rukh), NGO The Good (Dobro) of small business;FoC;NGO The Good (Dobro) of small business;290;564;21;2011
01.12.2011;Svoboda, FoC, Young People's Movement (Rukh), NGO The Good (Dobro) of small business;Young People's Movement (Rukh);NGO The Good (Dobro) of small business;1032;564;21;2011
24.02.2011;Svoboda, Tryzub, Nebo, NSNU;Svoboda;Tryzub;823;868;8;2011
24.02.2011;Svoboda, Tryzub, Nebo, NSNU;Svoboda;Nebo;823;551;8;2011
24.02.2011;Svoboda, Tryzub, Nebo, NSNU;Svoboda;NUNS;823;573;8;2011
24.02.2011;Svoboda, Tryzub, Nebo, NSNU;Tryzub;Nebo;868;551;8;2011
24.02.2011;Svoboda, Tryzub, Nebo, NSNU;Tryzub;NUNS;868;573;8;2011
24.02.2011;Svoboda, Tryzub, Nebo, NSNU;Nebo;NUNS;551;573;8;2011
13.04.2011;Svoboda, Nebo, Tryzub, Grad;Svoboda;Nebo;823;551;8;2011
13.04.2011;Svoboda, Nebo, Tryzub, Grad;Svoboda;Tryzub;823;868;8;2011
13.04.2011;Svoboda, Nebo, Tryzub, Grad;Svoboda;GRAd;823;359;8;2011
13.04.2011;Svoboda, Nebo, Tryzub, Grad;Nebo;Tryzub;551;868;8;2011
13.04.2011;Svoboda, Nebo, Tryzub, Grad;Nebo;GRAd;551;359;8;2011
13.04.2011;Svoboda, Nebo, Tryzub, Grad;Tryzub;GRAd;868;359;8;2011
23.07.2011;Svoboda, Sokil, Student liberty, UGS (Ukrainian Helsinki union);Svoboda;Sokil;823;768;8;2011
